tray,coordinate,temperature,replicate,DAS
D.3,e5,6C,rep3,5
D.3,e5,6C,rep3,6
D.3,e5,6C,rep3,7
D.3,e5,6C,rep3,8
D.3,e5,6C,rep3,9
D.3,e5,6C,rep3,10
D.3,e5,6C,rep3,11
D.3,e5,6C,rep3,12
D.3,e5,6C,rep3,13
D.3,e5,6C,rep3,14
D.3,e5,6C,rep3,15
D.3,e5,6C,rep3,16
D.3,e5,6C,rep3,17
D.3,e5,6C,rep3,18
D.3,e5,6C,rep3,19
D.3,e5,6C,rep3,20
D.3,e5,6C,rep3,21
D.4,a1,6C,rep3,0
D.4,a1,6C,rep3,1
D.4,a1,6C,rep3,2
D.4,a1,6C,rep3,3
D.4,a1,6C,rep3,4
D.4,a1,6C,rep3,5
D.4,a1,6C,rep3,6
D.4,a1,6C,rep3,7
D.4,a1,6C,rep3,8
D.4,a1,6C,rep3,9
D.4,a1,6C,rep3,10
D.4,a1,6C,rep3,11
D.4,a1,6C,rep3,12
D.4,a1,6C,rep3,13
D.4,a1,6C,rep3,14
D.4,a1,6C,rep3,15
D.4,a1,6C,rep3,16
D.4,a1,6C,rep3,17
D.4,a1,6C,rep3,18
D.4,a1,6C,rep3,19
D.4,a1,6C,rep3,20
D.4,a1,6C,rep3,21
D.4,a7,6C,rep2,0
D.4,a7,6C,rep2,1
D.4,a7,6C,rep2,2
D.4,a7,6C,rep2,3
D.4,a7,6C,rep2,4
D.4,a7,6C,rep2,5
D.4,a7,6C,rep2,6
D.4,a7,6C,rep2,7
D.4,a7,6C,rep2,8
D.4,a7,6C,rep2,9
D.4,a7,6C,rep2,10
D.4,a7,6C,rep2,11
D.4,a7,6C,rep2,12
D.4,a7,6C,rep2,13
D.4,a7,6C,rep2,14
D.4,a7,6C,rep2,15
D.4,a7,6C,rep2,16
D.4,a7,6C,rep2,17
D.4,a7,6C,rep2,18
D.4,a7,6C,rep2,19
D.4,a7,6C,rep2,20
D.4,a7,6C,rep2,21
D.4,d7,6C,rep3,0
D.4,d7,6C,rep3,1
D.4,d7,6C,rep3,2
D.4,d7,6C,rep3,3
D.4,d7,6C,rep3,4
D.4,d7,6C,rep3,5
D.4,d7,6C,rep3,6
D.4,d7,6C,rep3,7
D.4,d7,6C,rep3,8
D.4,d7,6C,rep3,9
D.4,d7,6C,rep3,10
D.4,d7,6C,rep3,11
D.4,d7,6C,rep3,12
D.4,d7,6C,rep3,13
D.4,d7,6C,rep3,14
D.4,d7,6C,rep3,15
D.4,d7,6C,rep3,16
D.4,d7,6C,rep3,17
D.4,d7,6C,rep3,18
D.4,d7,6C,rep3,19
D.4,d7,6C,rep3,20
D.4,d7,6C,rep3,21
D.4,e6,6C,rep3,0
D.4,e6,6C,rep3,1
D.4,e6,6C,rep3,2
D.4,e6,6C,rep3,3
D.4,e6,6C,rep3,4
D.4,e6,6C,rep3,5
D.4,e6,6C,rep3,6
D.4,e6,6C,rep3,7
D.4,e6,6C,rep3,8
D.4,e6,6C,rep3,9
D.4,e6,6C,rep3,10
D.4,e6,6C,rep3,11
D.4,e6,6C,rep3,12
D.4,e6,6C,rep3,13
D.4,e6,6C,rep3,14
D.4,e6,6C,rep3,15
D.4,e6,6C,rep3,16
D.4,e6,6C,rep3,17
D.4,e6,6C,rep3,18
D.4,e6,6C,rep3,19
D.4,e6,6C,rep3,20
D.4,e6,6C,rep3,21
D.4,e7,6C,rep3,0
D.4,e7,6C,rep3,1
D.4,e7,6C,rep3,2
D.4,e7,6C,rep3,3
D.4,e7,6C,rep3,4
D.4,e7,6C,rep3,5
D.4,e7,6C,rep3,6
D.4,e7,6C,rep3,7
D.4,e7,6C,rep3,8
D.4,e7,6C,rep3,9
D.4,e7,6C,rep3,10
D.4,e7,6C,rep3,11
D.4,e7,6C,rep3,12
D.4,e7,6C,rep3,13
D.4,e7,6C,rep3,14
D.4,e7,6C,rep3,15
D.4,e7,6C,rep3,16
D.4,e7,6C,rep3,17
D.4,e7,6C,rep3,18
D.4,e7,6C,rep3,19
D.4,e7,6C,rep3,20
D.4,e7,6C,rep3,21
D.5,a4,16C,rep3,0
D.5,a4,16C,rep3,1
D.5,a4,16C,rep3,2
D.5,a4,16C,rep3,3
D.5,a4,16C,rep3,4
D.5,a4,16C,rep3,5
D.5,a4,16C,rep3,6
D.5,a4,16C,rep3,7
D.5,a4,16C,rep3,8
D.5,a4,16C,rep3,9
D.5,a4,16C,rep3,10
D.5,a4,16C,rep3,11
D.5,a4,16C,rep3,12
D.5,a4,16C,rep3,13
D.5,a4,16C,rep3,14
D.5,a4,16C,rep3,15
D.5,a4,16C,rep3,16
D.5,a4,16C,rep3,17
D.5,a4,16C,rep3,18
D.5,a4,16C,rep3,19
D.5,a4,16C,rep3,20
D.5,a4,16C,rep3,21
D.5,d7,6C,rep3,0
D.5,d7,6C,rep3,1
D.5,d7,6C,rep3,2
D.5,d7,6C,rep3,3
D.5,d7,6C,rep3,4
D.5,d7,6C,rep3,5
D.5,d7,6C,rep3,6
D.5,d7,6C,rep3,7
D.5,d7,6C,rep3,8
D.5,d7,6C,rep3,9
D.5,d7,6C,rep3,10
D.5,d7,6C,rep3,11
D.5,d7,6C,rep3,12
D.5,d7,6C,rep3,13
D.5,d7,6C,rep3,14
D.5,d7,6C,rep3,15
D.5,d7,6C,rep3,16
D.5,d7,6C,rep3,17
D.5,d7,6C,rep3,18
D.5,d7,6C,rep3,19
D.5,d7,6C,rep3,20
D.5,d7,6C,rep3,21
D.6,a2,6C,rep3,0
D.6,a2,6C,rep3,1
D.6,a2,6C,rep3,2
D.6,a2,6C,rep3,3
D.6,a2,6C,rep3,4
D.6,a2,6C,rep3,5
D.6,a2,6C,rep3,6
D.6,a2,6C,rep3,7
D.6,a2,6C,rep3,8
D.6,a2,6C,rep3,9
D.6,a2,6C,rep3,10
D.6,a2,6C,rep3,11
D.6,a2,6C,rep3,12
D.6,a2,6C,rep3,13
D.6,a2,6C,rep3,14
D.6,a2,6C,rep3,15
D.6,a2,6C,rep3,16
D.6,a2,6C,rep3,17
D.6,a2,6C,rep3,18
D.6,a2,6C,rep3,19
D.6,a2,6C,rep3,20
D.6,a2,6C,rep3,21
D.7,a3,6C,rep3,0
D.7,a3,6C,rep3,1
D.7,a3,6C,rep3,2
D.7,a3,6C,rep3,3
D.7,a3,6C,rep3,4
D.7,a3,6C,rep3,5
D.7,a3,6C,rep3,6
D.7,a3,6C,rep3,7
D.7,a3,6C,rep3,8
D.7,a3,6C,rep3,9
D.7,a3,6C,rep3,10
D.7,a3,6C,rep3,11
D.7,a3,6C,rep3,12
D.7,a3,6C,rep3,13
D.7,a3,6C,rep3,14
D.7,a3,6C,rep3,15
D.7,a3,6C,rep3,16
D.7,a3,6C,rep3,17
D.7,a3,6C,rep3,18
D.7,a3,6C,rep3,19
D.7,a3,6C,rep3,20
D.7,a3,6C,rep3,21
D.7,d4,6C,rep3,0
D.7,d4,6C,rep3,1
D.7,d4,6C,rep3,2
D.7,d4,6C,rep3,3
D.7,d4,6C,rep3,4
D.7,d4,6C,rep3,5
D.7,d4,6C,rep3,6
D.7,d4,6C,rep3,7
D.7,d4,6C,rep3,8
D.7,d4,6C,rep3,9
D.7,d4,6C,rep3,10
D.7,d4,6C,rep3,11
D.7,d4,6C,rep3,12
D.7,d4,6C,rep3,13
D.7,d4,6C,rep3,14
D.7,d4,6C,rep3,15
D.7,d4,6C,rep3,16
D.7,d4,6C,rep3,17
D.7,d4,6C,rep3,18
D.7,d4,6C,rep3,19
D.7,d4,6C,rep3,20
D.7,d4,6C,rep3,21
D.7,d6,6C,rep3,0
D.7,d6,6C,rep3,1
D.7,d6,6C,rep3,2
D.7,d6,6C,rep3,3
D.7,d6,6C,rep3,4
D.7,d6,6C,rep3,5
D.7,d6,6C,rep3,6
D.7,d6,6C,rep3,7
D.7,d6,6C,rep3,8
D.7,d6,6C,rep3,9
D.7,d6,6C,rep3,10
D.7,d6,6C,rep3,11
D.7,d6,6C,rep3,12
D.7,d6,6C,rep3,13
D.7,d6,6C,rep3,14
D.7,d6,6C,rep3,15
D.7,d6,6C,rep3,16
D.7,d6,6C,rep3,17
D.7,d6,6C,rep3,18
D.7,d6,6C,rep3,19
D.7,d6,6C,rep3,20
D.7,d6,6C,rep3,21
D.7,d7,6C,rep1,0
D.7,d7,6C,rep1,1
D.7,d7,6C,rep1,2
D.7,d7,6C,rep1,3
D.7,d7,6C,rep1,4
D.7,d7,6C,rep1,5
D.7,d7,6C,rep1,6
D.7,d7,6C,rep1,7
D.7,d7,6C,rep1,8
D.7,d7,6C,rep1,9
D.7,d7,6C,rep1,10
D.7,d7,6C,rep1,11
D.7,d7,6C,rep1,12
D.7,d7,6C,rep1,13
D.7,d7,6C,rep1,14
D.7,d7,6C,rep1,15
D.7,d7,6C,rep1,16
D.7,d7,6C,rep1,17
D.7,d7,6C,rep1,18
D.7,d7,6C,rep1,19
D.7,d7,6C,rep1,20
D.7,d7,6C,rep1,21
D.7,e2,6C,rep1,0
D.7,e2,6C,rep1,1
D.7,e2,6C,rep1,2
D.7,e2,6C,rep1,3
D.7,e2,6C,rep1,4
D.7,e2,6C,rep1,5
D.7,e2,6C,rep1,6
D.7,e2,6C,rep1,7
D.7,e2,6C,rep1,8
D.7,e2,6C,rep1,9
D.7,e2,6C,rep1,10
D.7,e2,6C,rep1,11
D.7,e2,6C,rep1,12
D.7,e2,6C,rep1,13
D.7,e2,6C,rep1,14
D.7,e2,6C,rep1,15
D.7,e2,6C,rep1,16
D.7,e2,6C,rep1,17
D.7,e2,6C,rep1,18
D.7,e2,6C,rep1,19
D.7,e2,6C,rep1,20
D.7,e2,6C,rep1,21
D.7,e6,6C,rep1,0
D.7,e6,6C,rep1,1
D.7,e6,6C,rep1,2
D.7,e6,6C,rep1,3
D.7,e6,6C,rep1,4
D.7,e6,6C,rep1,5
D.7,e6,6C,rep1,6
D.7,e6,6C,rep1,7
D.7,e6,6C,rep1,8
D.7,e6,6C,rep1,9
D.7,e6,6C,rep1,10
D.7,e6,6C,rep1,11
D.7,e6,6C,rep1,12
D.7,e6,6C,rep1,13
D.7,e6,6C,rep1,14
D.7,e6,6C,rep1,15
D.7,e6,6C,rep1,16
D.7,e6,6C,rep1,17
D.7,e6,6C,rep1,18
D.7,e6,6C,rep1,19
D.7,e6,6C,rep1,20
D.7,e6,6C,rep1,21
D.9,b2,6C,rep2,0
D.9,b2,6C,rep2,1
D.9,b2,6C,rep2,2
D.9,b2,6C,rep2,3
D.9,b2,6C,rep2,4
D.9,b2,6C,rep2,5
D.9,b2,6C,rep2,6
D.9,b2,6C,rep2,7
D.9,b2,6C,rep2,8
D.9,b2,6C,rep2,9
D.9,b2,6C,rep2,10
D.9,b2,6C,rep2,11
D.9,b2,6C,rep2,12
D.9,b2,6C,rep2,13
D.9,b2,6C,rep2,14
D.9,b2,6C,rep2,15
D.9,b2,6C,rep2,16
D.9,b2,6C,rep2,17
D.9,b2,6C,rep2,18
D.9,b2,6C,rep2,19
D.9,b2,6C,rep2,20
D.9,b2,6C,rep2,21
D.9,e7,6C,rep3,0
D.9,e7,6C,rep3,1
D.9,e7,6C,rep3,2
D.9,e7,6C,rep3,3
D.9,e7,6C,rep3,4
D.9,e7,6C,rep3,5
D.9,e7,6C,rep3,6
D.9,e7,6C,rep3,7
D.9,e7,6C,rep3,8
D.9,e7,6C,rep3,9
D.9,e7,6C,rep3,10
D.9,e7,6C,rep3,11
D.9,e7,6C,rep3,12
D.9,e7,6C,rep3,13
D.9,e7,6C,rep3,14
D.9,e7,6C,rep3,15
D.9,e7,6C,rep3,16
D.9,e7,6C,rep3,17
D.9,e7,6C,rep3,18
D.9,e7,6C,rep3,19
D.9,e7,6C,rep3,20
D.9,e7,6C,rep3,21
C.6,a5,6C,rep3,0
C.6,a5,6C,rep3,1
C.6,a5,6C,rep3,2
C.6,a5,6C,rep3,3
C.6,a5,6C,rep3,4
C.6,a5,6C,rep3,5
C.6,a5,6C,rep3,6
C.6,a5,6C,rep3,7
C.6,a5,6C,rep3,8
C.6,a5,6C,rep3,9
C.6,a5,6C,rep3,10
C.6,a5,6C,rep3,11
C.6,a5,6C,rep3,12
C.6,a5,6C,rep3,13
C.6,a5,6C,rep3,14
C.6,a5,6C,rep3,15
C.6,a5,6C,rep3,16
C.6,a5,6C,rep3,17
C.6,a5,6C,rep3,18
C.6,a5,6C,rep3,19
C.6,a5,6C,rep3,20
C.6,a5,6C,rep3,21
C.4,a1,6C,rep2,0
C.4,a1,6C,rep2,1
C.4,a1,6C,rep2,2
C.4,a1,6C,rep2,3
C.4,a1,6C,rep2,4
C.4,a1,6C,rep2,5
C.4,a1,6C,rep2,6
C.4,a1,6C,rep2,7
C.4,a1,6C,rep2,8
C.4,a1,6C,rep2,9
C.4,a1,6C,rep2,10
C.4,a1,6C,rep2,11
C.4,a1,6C,rep2,12
C.4,a1,6C,rep2,13
C.4,a1,6C,rep2,14
C.4,a1,6C,rep2,15
C.4,a1,6C,rep2,16
C.4,a1,6C,rep2,17
C.4,a1,6C,rep2,18
C.4,a1,6C,rep2,19
C.4,a1,6C,rep2,20
C.4,a1,6C,rep2,21
